,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1940,2,1,1,40,1,14,0.05,0,90,2,0,20,1,5.71428571428571,0,1,1,0.807692307692308,0,0.55,0,2,1
1945,5,1,3,1,0,4,0.21,2,91,1,0,13,1,3.31578947368421,0,1,1,0.694915254237288,0,0.15000000000000002,133,3,1
499,3,1,1,18,0,3,0.11,3,89,2,0,0,3,4.09090909090909,0,0,1,1.42857142857143,0,33,0,1,0.55
1944,1,2,1,67,0,7,0.55,0,86,1,0.35000000000000003,3,1,4.05,1,1,1,0.608695652173913,0,3,0,2,1
565,5,2,4,133,0,0,0.25,1,93,2,1,30,2,2.625,0,1,1,1.75555555555556,0,0.15000000000000002,0,3,3
366,2,2,4,72,0,3,0.4,0,99,3,0,12,2,3.83333333333333,0,1,0,2.0,0,0.55,0,1,3
1965,2,2,2,39,0,5,0.2,0,86,2,0,33,2,4.0,0,1,1,1.38888888888889,0,0.55,0,3,3
1966,0,1,4,40,0,6,0.23,3,88,3,0,17,2,5.33333333333333,0,1,1,1.35714285714286,0,0.55,0,5,8
831,2,1,0,1,0.15000000000000002,30,0.25,0,96,1,3,19,2,9.04938271604938,0,1,0,0.550561797752809,0,133,0,7,3
1855,5,1,1,40,2,14,0.05,0,90,1,0,4,1,3.70833333333333,1,1,1,0.75,0,0.9500000000000001,0,1,0
1958,2,1,3,40,1,3,0.19,3,88,2,1,43,3,4.76,0,1,1,1.32142857142857,0,0.15000000000000002,0,5,8
1431,2,1,0,40,1,14,0.17,0,97,2,1,8,2,1.67469879518072,0,0,1,0.252525252525253,0,0.15000000000000002,0,5,8
350,12,2,1,39,1,31,0.15,0,100,3,1,28,2,4.61111111111111,0,1,1,1.225,0,0.55,0,1,3
1438,0,1,0,40,1,14,0.05,0,93,2,2,5,2,1.47058823529412,0,0,1,0.2625,0,0.9500000000000001,0,3,1
305,5,1,2,133,0,26,0.42,0,94,1,0,10,1,5.03846153846154,1,1,1,0.574074074074074,0,0.15000000000000002,0,2,8
376,5,2,2,40,0,22,0.2,1,100,2,0,25,3,4.5,0,1,0,1.3448275862069,0,0.55,0,5,3
308,5,2,1,40,0,213,0.16,0,93,1,0,3,1,9.46153846153846,0,1,0,0.714285714285714,0,0.454545454545455,0,2,3
766,0,1,4,133,0,2,0.42,0,100,1,0,1,2,6.475,0,1,0,0.840909090909091,0,0.55,0,5,3
1059,2,1,5,60,2,12,0.26,2,61,2,0,0.55,1,5.0,2,1,1,1.2,0,3,0,3,3
834,0,2,3,47,0,4,0.22,2,48,1,0,5,2,7.75,0,2,1,2.0,0,0.9500000000000001,0,2,2
498,0,1,2,624,3,58,0.51,0,100,1,1,13,2,6.11363636363636,0,1,1,0.865979381443299,0,0.45,0,5,0
429,1,1,4,685,17,7,0.34,0,100,3,6,77,2,5.06578947368421,0,1,0,1.08620689655172,0,0.55,0,7,0
26,0,1,0,133,0,383,0.3,0,100,2,5,4,1,12.6617647058824,0,0,0,0.384615384615385,0,0.5,0,6,8
