,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
379,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,,
586,0,0,1,0,4,3,47,1,2,0,0.17,0,0,3,0,4,1,3.5,3,2,0,6,0.5,0,3,3
1020,0,0,1,0,4,2,27,1,0,0,0.38,5,0,3,0,4.0,1,1.5,1,2,0,7,0.333333333333333,0,3,0
582,,,,,,,,,,,,,,,,,,,,,,,,,,
790,0,0,1,0,1,1,36,1,0,2,0.69,0,83,2,0,3,1,1.33333333333333,0,1,0,11,0.666666666666667,0,1,1
1201,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,0,1,1,5,2,116,2,1,8,0.66,0,84,7,0,13,1,2.0625,1,1,0,192,0.7,0,1,2
538,,,,,,,,,,,,,,,,,,,,,,,,,,
589,0,0,2,0,4,3,47,1,0,1,0.42,1,50,2,0,7.0,1,2.8,1,2,0,64,0.25,0,5,3
549,0,0,2,1,9,3,363,4,10,4,0.63,1,92,1,1,4.0,3,3.3125,1,1,0,359,0.346153846153846,3,5,3
534,,,,,,,,,,,,,,,,,,,,,,,,,,
187,7,0,1,0,4,2,323,11,4,13,0.54,1,100,5,1,4.0,2,3.5,0,0,0,106,0.380952380952381,3,5,5
185,1,0,1,1,6,2,114,1,9,0,0.73,1,96,3,9,4.0,1,2.69230769230769,1,0,0,47,0.3,0,3,6
292,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,
474,0,0,1,0,7,2,33,1,0,0,0.645,2,100,1,0,8,2,3.0,3,7,1,63,0.2,0,1,0
468,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,,,,,,,
365,0,0,1,0,7,2,315,8,10,8,1.09,1,100,5,34,4,2,3.09090909090909,0,0,0,167,0.285714285714286,0,4,5
588,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2,1,1,1,4,1,141,3,2,3,0.84,0,92,1,2,4,3,2.73076923076923,0,0,0,52,0.333333333333333,0,3,2
742,,,,,,,,,,,,,,,,,,,,,,,,,,
590,0,0,1,0,7,3,107,1,2,0,0.94,1,0,3,0,10,1,2.5,1,2,0,49,0.461538461538462,0,4,2
1236,2,1,1,0,3,1,105,8,3,2,2.93,2,100,2,0,36,2,1.61538461538462,0,0,0,7,0.4,0,5,3
578,0,0,1,0,5,1,191,1,0,12,0.94,0,93,1,0,7.5,2,4.85185185185185,1,1,0,8,0.333333333333333,0,2,5
264,,,,,,,,,,,,,,,,,,,,,,,,,,
563,0,0,1,0,9,2,113,3,1,0,2.03,1,93,2,0,22,2,3.44444444444444,0,1,0,25,0.461538461538462,0,4,6
371,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,0,0,1,0,3,1,48,2,0,4,0.655,0,66,5,0,7,2,1.5,1,1,0,1,0.25,0,2,3
802,,,,,,,,,,,,,,,,,,,,,,,,,,
631,2,4,1,5,6,2,578,9,11,17,3.0949999999999998,0,100,1,1,4.0,2,5.75,0,0,0,470,0.485714285714286,4,3,7
279,0,0,1,0,7,2,227,2,8,3,0.725,0,79,6,2,4.0,1,3.88,0,1,0,0,0.333333333333333,0,5,4
809,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,,
