,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
363,4.0,0.0,1.0,2.0,9.0,1.0,178.0,8.0,6.0,14.0,0.19,0.0,96.0,4.0,3.0,29.0,2.0,6.52252252252252,0.0,1.0,1.0,0.725,0.0,1.0,0.714285714285714,4.0,3.0,556.0
169,4.0,0.0,1.0,6.0,4.0,0.0,71.0,1.0,0.0,17.0,0.16,1.0,96.0,1.0,0.0,15.0,3.0,6.58536585365854,1.0,1.0,1.0,0.465116279069767,0.0,125.0,1.0,0.0,1.0,2.0
233,0.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,125.0,1.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,15.0,1.0,0.0,3.0,3.0
357,0.0,0.0,2.0,0.0,40.0,0.0,45.0,2.0,0.0,6.0,0.09,1.0,66.0,1.0,0.0,21.0,1.0,4.8695652173913,1.0,2.0,1.0,1.06122448979592,0.0,556.0,0.6,0.0,4.0,4.0
929,12.0,6.0,1.0,3.0,36.0,2.0,130.0,3.0,0.0,2.0,0.3,0.0,80.0,4.0,0.0,15.0,2.0,4.13698630136986,1.0,1.0,1.0,0.25,0.0,19.0,0.777777777777778,0.0,1.0,2.0
304,40.0,0.0,1.0,2.0,1.0,0.0,49.0,2.0,0.0,1.0,0.04,0.0,100.0,2.0,0.0,65.0,1.0,5.43457943925234,0.0,1.0,1.0,0.497695852534562,0.0,11.0,0.6875,4.0,2.0,125.0
360,11.0,1.0,2.0,4.0,1.0,1.0,160.0,1.0,0.0,1.0,0.26,0.0,88.0,5.0,0.0,17.0,1.0,4.31884057971014,0.0,1.0,1.0,0.816901408450704,0.0,4.0,0.75,125.0,9.0,5.0
373,40.0,1.0,2.0,11.0,1.0,2.0,246.0,5.0,3.0,2.0,0.2,2.0,96.0,4.0,1.0,34.0,2.0,4.0,0.0,1.0,1.0,1.15853658536585,0.0,125.0,0.333333333333333,7.0,4.0,11.0
237,3.0,1.0,1.0,6.0,26.0,0.0,51.0,5.0,1.0,3.0,0.1,1.0,95.0,5.0,0.0,15.0,2.0,4.0,1.0,1.0,1.0,0.918918918918919,0.0,19.0,0.35,0.0,4.0,5.0
375,1.0,0.0,1.0,0.0,9.0,0.0,41.0,1.0,0.0,0.0,0.17,1.0,0.0,1.0,0.0,9.0,1.0,4.11111111111111,2.0,3.0,1.0,0.655172413793103,0.0,19.0,0.5,0.0,3.0,5.0
390,4.0,0.0,1.0,494.0,9.0,0.0,103.0,2.0,0.0,2.0,0.19,0.0,97.0,1.0,0.0,12.0,1.0,3.64102564102564,2.0,1.0,1.0,0.714285714285714,0.0,1.0,1.0,6.0,2.0,5.0
397,9.0,1.0,1.0,4.0,4.0,2.0,257.0,5.0,10.0,0.0,0.45,0.0,100.0,3.0,5.0,27.0,2.0,7.42105263157895,0.0,1.0,1.0,0.435643564356436,0.0,19.0,0.4,9.0,1.0,4.0
928,4.0,4.0,1.0,6.0,4.0,3.0,582.0,4.0,13.0,7.0,0.84,0.0,98.0,1.0,1.0,10.0,8.0,15.928,0.0,0.0,1.0,0.453846153846154,0.0,100.0,0.35,0.0,3.0,5.0
398,4.0,1.0,1.0,1.0,4.0,7.0,869.0,4.0,6.0,0.0,1.29,0.0,100.0,3.0,38.0,27.0,2.0,5.27722772277228,0.0,1.0,1.0,0.433962264150943,0.0,125.0,0.5,0.0,4.0,10.0
405,42.0,17.0,2.0,7.0,1.0,0.0,155.0,5.0,0.0,7.0,0.09,0.0,100.0,3.0,0.0,33.0,3.0,6.19047619047619,0.0,1.0,0.0,1.0530303030303,0.0,40.0,0.411764705882353,6.0,2.0,125.0
370,6.0,3.0,1.0,1.0,9.0,0.0,39.0,3.0,3.0,6.0,0.14,0.0,86.0,3.0,0.0,18.0,2.0,6.83333333333333,1.0,2.0,1.0,0.411764705882353,0.0,556.0,0.25,0.0,4.0,1.0
376,19.0,0.0,1.0,6.0,16.0,0.0,130.0,3.0,0.0,2.0,0.21,0.0,92.0,5.0,0.0,3.0,2.0,6.24409448818898,0.0,1.0,1.0,0.603053435114504,0.0,92.0,0.4,0.0,4.0,5.0
385,3.0,0.0,1.0,4.0,9.0,0.0,35.0,12.0,4.0,2.0,0.06,0.0,100.0,4.0,2.0,6.0,2.0,2.83673469387755,0.0,1.0,1.0,0.784615384615385,0.0,556.0,0.35,0.0,5.0,3.0
386,6.0,0.0,1.0,1.0,40.0,1.0,171.0,3.0,0.0,1.0,0.16,1.0,99.0,4.0,5.0,2.0,2.0,3.70940170940171,0.0,1.0,1.0,0.645669291338583,0.0,125.0,0.409090909090909,0.0,4.0,10.0
488,25.0,0.0,1.0,2.0,9.0,0.0,221.0,3.0,1.0,27.0,0.22,0.0,1.0,1.0,0.0,29.0,1.0,16.4110429447853,0.0,0.0,0.0,0.317365269461078,0.0,39.0,0.8,99.0,2.0,4.0
409,11.0,0.0,1.0,2.0,2.0,0.0,47.0,2.0,2.0,6.0,0.07,1.0,88.0,3.0,0.0,9.0,2.0,2.89189189189189,0.0,1.0,1.0,0.766233766233766,0.0,125.0,0.35,0.0,4.0,2.0
531,33.0,0.0,2.0,6.0,1.0,8.0,721.0,12.0,0.0,2.0,0.52,1.0,96.0,1.0,16.0,11.0,2.0,4.25974025974026,1.0,0.0,1.0,0.704081632653061,0.0,125.0,0.5,0.0,5.0,4.0
535,14.0,2.0,2.0,6.0,20.0,1.0,104.0,14.0,0.0,7.0,0.17,0.0,100.0,2.0,5.0,16.0,2.0,3.71212121212121,0.0,0.0,0.0,0.962962962962963,0.0,19.0,0.5,0.0,3.0,4.0
369,0.0,0.0,1.0,0.0,40.0,0.0,36.0,50.0,0.0,16.0,0.03,0.0,16.0,1.0,0.0,21.0,2.0,4.47457627118644,1.0,2.0,1.0,0.644970414201183,0.0,125.0,0.648648648648649,0.0,4.0,1.0
242,3.0,1.0,1.0,6.0,9.0,0.0,39.0,7.0,3.0,9.0,0.09,0.0,50.0,5.0,2.0,23.0,3.0,2.6271186440678,0.0,0.0,1.0,0.402985074626866,0.0,125.0,0.666666666666667,6.0,3.0,3.0
368,0.0,0.0,1.0,1.0,6.0,1.0,140.0,2.0,4.0,5.0,0.33,1.0,94.0,3.0,0.0,21.0,2.0,3.28571428571429,0.0,2.0,1.0,0.653846153846154,0.0,125.0,0.25,0.0,4.0,7.0
377,2.0,0.0,1.0,6.0,4.0,2.0,57.0,2.0,1.0,1.0,0.35,0.0,93.0,4.0,0.0,20.0,2.0,6.16981132075472,0.0,1.0,1.0,0.625,0.0,125.0,0.571428571428571,0.0,6.0,5.0
359,19.0,0.0,2.0,6.0,9.0,0.0,138.0,3.0,0.0,4.0,0.11,0.0,97.0,4.0,0.0,17.0,2.0,3.88461538461538,0.0,1.0,1.0,0.712962962962963,0.0,34.0,1.0,0.0,3.0,3.0
417,3.0,0.0,1.0,6.0,17.0,0.0,84.0,2.0,2.0,2.0,0.12,1.0,94.0,3.0,0.0,10.0,2.0,3.0500000000000003,0.0,1.0,1.0,0.52,0.0,54.0,0.25,0.0,5.0,7.0
415,11.0,1.0,1.0,1.0,1.0,1.0,149.0,2.0,1.0,20.0,0.21,1.0,99.0,3.0,0.0,37.0,2.0,3.0500000000000003,0.0,0.0,0.0,0.585365853658537,0.0,125.0,0.526315789473684,0.0,4.0,7.0
292,6.0,0.0,2.0,59.0,40.0,0.0,88.0,12.0,0.0,1.0,0.08,0.0,99.0,1.0,21.0,34.0,2.0,3.3030303030303,0.0,1.0,1.0,0.610526315789474,0.0,19.0,0.952380952380952,0.0,1.0,7.0
