,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
10,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,1.0,3.0,0.99,5.0,89.0,12.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,2.0,0.914331465172138,0.0,443.0
16,5.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,3.0,4.0,19.0,0.37,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,0.8,0.0,1.0,0.429503916449086,146.0,251.0
1958,3.0,17.0,2.0,2.0,0.0,18.0,1.0,1.0,0.0,18.0,0.0,0.74,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,0.8,0.0,1.0,0.790307548928239,988.0,423.0
23,7.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,3.0,8.0,26.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,0.41,146.0,0.0,251.0
1956,1.0,0.0,1.0,0.0,0.0,12.0,70.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,0.8,1.0,1.0,0.938388625592417,2.0,23.0
33,146.0,18.0,2.0,13.0,0.0,1.0,5.0,1.0,5.0,28.0,35.0,0.2,0.0,94.0,15.0,1.0,14.0,1.0,6.68674698795181,0.0,0.0,0.670588235294118,0.0,2.0,0.631297709923664,0.0,23.0
1957,1.0,0.0,1.0,0.0,0.0,6.0,70.0,23.0,0.0,3.0,4.0,1.27,0.0,66.0,2.0,0.0,5.0,0.0,3.8,1.0,1.0,0.714285714285714,0.0,2.0,0.945205479452055,1.0,1.0
27,6.0,5.0,4.0,0.0,0.0,1.0,129.0,1.0,1.0,38.0,28.0,0.18,0.0,94.0,1.0,1.0,7.0,2.0,8.5,0.0,1.0,0.05,0.0,1.0,0.481553398058252,2.0,6.0
35,3.0,0.0,1.0,2.0,16.0,14.0,146.0,1.0,0.0,0.0,14.0,0.63,3.0,72.0,1.0,0.0,5.0,1.0,6.47058823529412,0.0,1.0,0.421052631578947,0.0,1.0,0.506602641056423,23.0,2.0
19,8.0,5.0,1.0,3.0,0.0,0.0,60.0,1.0,2.0,2.0,61.0,0.06,0.0,97.0,3.0,1.0,12.0,4.0,5.91089108910891,0.0,1.0,1.12621359223301,0.0,1.0,0.481553398058252,5.0,6.0
1960,2.0,0.0,1.0,0.0,0.0,10.0,70.0,4.1000000000000005,0.0,5.0,5.0,1.26,0.0,60.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.33333333333333,251.0,2.0,0.905982905982906,0.0,1.0
48,0.0,8.0,1.0,9.0,2.0,4.0,2.0,1.0,7.0,7.0,9.0,0.76,0.0,94.0,1.0,2.0,8.0,2.0,6.25,0.0,0.0,0.576923076923077,0.0,1.0,0.481553398058252,137.0,23.0
1959,2.0,0.0,1.0,0.0,0.0,11.0,107.0,1.0,0.0,3.0,4.0,23.0,0.0,61.0,2.0,0.0,7.0,1.0,4.0,1.0,2.0,0.8,0.0,2.0,0.5815533980582519,0.0,1.45
56,22.0,25.0,1.0,22.0,2.0,3.0,443.0,2.0,4.0,12.0,61.0,0.24,1.0,93.0,2.0,2.0,23.0,3.0,7.62790697674419,0.0,1.0,1.15151515151515,0.0,0.41,6.0,0.0,5.0
74,20.0,29.0,1.0,16.0,1.0,2.0,5.0,1.0,12.0,42.0,83.0,0.27,0.0,95.0,1.0,2.0,20.0,3.0,5.97916666666667,0.0,0.0,0.8,0.0,1.0,0.583244586439475,443.0,6.0
83,1.0,0.0,1.0,0.0,0.0,3.0,83.0,1.0,2.0,11.0,12.0,0.39,1.0,0.0,1.0,2.0,13.0,2.0,4.73333333333333,1.0,0.0,1.05882352941176,0.0,0.41,66.0,0.0,7.0
60,1014.0,11.0,1.0,29.0,0.0,2.0,251.0,1.0,16.0,52.0,205.0,0.22,0.0,96.0,1.0,1.0,23.0,3.0,7.19805194805195,0.0,0.0,1.38387096774194,0.0,0.41,5.0,0.0,76.0
96,1.0,0.0,1.0,21.0,0.0,0.0,24.0,99.0,0.0,0.0,0.0,0.92,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.481553398058252,0.0,2.0,0.01,0.0,0.0
104,29.0,7.0,1.0,1.0,0.0,2.0,5.0,1.0,32.0,35.0,53.0,0.3,0.0,96.0,2.0,1.0,39.0,1.0,5.34814814814815,0.0,0.0,0.496350364963504,0.0,1.0,0.73784355179704,146.0,6.0
67,5.0,4.0,2.0,1.0,0.0,2.0,104.0,1.0,2.0,20.0,14.0,0.05,0.0,91.0,1.0,1.0,11.0,1.0,5.04,2.0,1.0,0.0,0.0,23.0,0.431553398058252,0.0,2.0
139,2.0,443.0,1.0,14.0,0.0,1.0,2.0,1.0,19.0,14.0,2.0,0.86,0.0,91.0,1.0,0.0,12.0,2.0,5.14814814814815,0.0,1.0,0.482758620689655,0.0,1.0,0.881547139403707,0.0,7.0
69,2.0,4.0,1.0,6.0,3.0,2.0,70.0,1.0,2.0,11.0,28.0,0.72,0.0,93.0,3.0,4.0,9.0,2.0,29.0555555555556,1.0,1.0,0.45,0.0,23.0,0.431553398058252,0.0,1.0
159,8.0,0.0,1.0,7.0,9.0,10.0,251.0,1.0,1.0,1.0,17.0,1.85,1.0,88.0,1.0,0.0,3.0,1.0,5.42307692307692,1.0,0.0,0.535714285714286,0.0,1.0,0.584553928095872,2.0,146.0
160,1.0,1.0,2.0,6.0,0.0,6.0,122.0,7.0,10.0,11.0,0.0,0.35,1.0,84.0,1.0,0.0,5.0,1.0,5.75,2.0,1.0,1.8,2.0,1.0,0.838926174496644,0.0,2.0
168,16.0,10.0,1.0,3.0,0.0,7.0,443.0,1.0,50.0,19.0,0.0,0.66,0.0,90.0,1.0,0.0,16.0,1.0,7.48684210526316,1.0,1.0,0.692307692307692,0.0,6.0,0.849949647532729,0.0,1.0
169,18.0,7.0,1.0,5.0,4.0,8.0,23.0,1.0,57.0,12.0,1.0,0.77,1.0,90.0,1.0,0.0,13.0,1.0,7.40963855421687,1.0,1.0,0.670588235294118,0.0,1.0,0.946419629444166,754.0,5.0
34,1.0,0.0,1.0,112.0,0.0,1.0,443.0,1.0,4.0,8.0,173.0,0.25,0.0,99.0,1.0,1.0,13.0,2.0,1.9,0.0,0.0,0.493087557603687,0.0,6.0,0.579288025889968,0.0,2.0
172,0.0,3.0,1.0,2.0,2.0,3.0,81.0,2.0,4.0,13.0,1.0,10.0,1.0,84.0,3.0,1.0,8.0,1.0,10.25,3.0,1.0,0.8,0.0,0.31,0.865853658536585,0.0,7.0
175,13.0,7.0,1.0,1.0,2.0,4.0,86.0,2.0,2.0,49.0,5.0,0.7,0.0,95.0,1.0,0.0,13.0,1.0,3.97457627118644,1.0,1.0,0.471074380165289,0.0,1.0,0.684674751929438,443.0,23.0
177,23.0,2.0,1.0,0.0,0.0,7.0,23.0,1.0,146.0,4.0,0.0,0.49,1.0,75.0,1.0,0.0,11.0,1.0,6.85185185185185,1.0,1.0,0.8,1.0,1.0,0.825857519788918,0.0,2.0
182,1.0,0.0,1.0,0.0,1.0,5.0,0.5815533980582519,1.0,2.0,4.0,14.0,1.04,1.0,67.0,2.0,0.0,6.0,1.0,2.70588235294118,0.0,1.0,0.578947368421053,0.0,1.0,2.0,70.0,23.0
129,5.0,0.0,2.0,23.0,1.0,0.0,24.0,1.0,4.0,19.0,15.0,0.39,1.0,92.0,1.0,0.0,16.0,2.0,10.4583333333333,2.0,1.0,2.11538461538462,0.0,23.0,0.531553398058252,0.0,2.0
189,0.0,1.0,1.0,9.0,0.0,5.0,116.0,1.0,0.0,0.0,0.0,0.77,0.0,88.0,1.0,0.0,5.0,1.0,4.64285714285714,1.0,1.0,1.0625,0.0,7.0,0.5815533980582519,0.0,1.0
193,28.0,0.0,2.0,64.0,2.0,5.0,2.0,1.0,0.0,9.0,1.0,0.21,0.0,92.0,1.0,0.0,7.0,1.0,8.68965517241379,1.0,1.0,1.25806451612903,0.0,1.0,0.8315533980582519,146.0,6.0
204,5.0,0.0,1.0,6.0,62.0,9.0,5.0,2.0,0.0,0.0,57.0,0.78,1.0,98.0,1.0,0.0,24.0,2.0,4.04761904761905,0.0,1.0,0.636363636363636,0.0,1.0,0.682824655894674,443.0,251.0
208,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.0,13.0,0.47,1.0,73.0,70.0,2.0,10.0,2.0,4.1000000000000005,1.0,1.0,0.666666666666667,0.0,2.0,0.960648148148148,0.0,6.0
209,0.0,0.0,1.0,0.0,0.0,3.0,36.0,1.0,1.0,7.0,4.0,1.06,1.0,0.0,2.0,0.0,1.0,1.0,2.5,1.0,2.0,0.5,2.0,1.0,0.928571428571429,0.0,0.0
212,0.0,0.0,1.0,0.0,0.0,4.0,71.0,1.0,0.0,1.0,7.0,7.0,0.0,28.0,1.0,1.0,1.0,3.0,1.71428571428571,0.0,1.0,1.0,0.0,2.0,0.952,0.01,1.92
213,0.0,0.0,1.0,0.0,0.0,3.0,52.0,1.0,0.8,1.0,7.0,7.0,0.0,28.0,1.0,0.0,1.0,0.35,2.71428571428571,0.0,1.0,2.0,0.0,1.0,0.953846153846154,0.0,1.0
214,0.0,0.0,1.0,2.0,1.0,3.0,99.0,1.0,0.0,11.0,13.0,0.5,1.0,83.0,2.0,0.0,7.0,1.0,6.52941176470588,0.0,1.0,0.736842105263158,0.0,6.0,0.8315533980582519,0.0,1.0
216,0.0,0.0,1.0,0.0,0.0,2.0,44.0,1.0,0.0,2.0,9.0,0.98,1.05,44.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.944444444444444,0.0,0.0
217,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,7.0,27.0,0.94,0.0,62.0,1.0,0.0,4.0,3.0,5.25925925925926,0.0,1.0,0.482758620689655,0.0,1.0,0.515650741350906,146.0,23.0
247,0.0,4.0,1.0,0.0,0.0,2.0,2.0,146.0,1.0,7.0,41.0,0.35,0.0,89.0,1.0,1.0,12.0,2.0,4.71739130434783,0.0,1.0,0.875,2.0,1.0,0.792048929663609,0.0,23.0
267,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,30.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.5815533980582519,0.0,146.0
