test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
163,0,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,7.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,0.0,0.0,3.0,4.0,0.66,0.34,1
192,0,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,2.0,4.0,0.22,0.0,29.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,3.62068965517241,1.0,0.0,1.0,0.0,2.0,1.0,0.66,0.34,1
195,0,2.0,0.0,1.0,1.0,0.0,2.0,19.0,3.0,0.0,2.0,0.06,0.0,7.0,1.0,0.0,5.0,2.0,2.60869565217391,0.0,3.97826086956522,2.0,0.0,1.0,0.0,1.0,2.0,0.86,0.14,1
214,0,0.0,0.0,1.0,0.0,5.0,2.0,307.0,1.0,8.0,4.0,0.65,0.0,49.0,2.0,0.0,7.0,1.0,2.04081632653061,0.0,3.20408163265306,1.0,0.0,1.0,0.0,3.0,7.0,0.63,0.37,1
256,0,5.0,0.0,1.0,3.0,1.0,2.0,283.0,2.0,2.0,30.0,0.33,0.0,108.0,3.0,3.0,7.0,2.0,9.75,1.0,3.73148148148148,1.0,0.0,0.333333333333333,0.0,4.0,7.0,0.57,0.43,1
345,0,2.0,2.0,1.0,58.0,1.0,3.0,482.0,22.0,50.0,33.0,0.14,1.0,205.0,4.0,0.0,7.0,2.0,6.10091743119266,0.0,7.44495412844037,0.0,0.0,0.0,0.0,4.0,5.0,0.6,0.4,3
356,0,1.0,0.0,1.0,1.0,0.0,2.0,30.0,1.0,3.0,2.0,0.32,1.0,11.0,1.0,0.0,7.0,2.0,3.09090909090909,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.55,0.45,1
363,0,2.0,1.0,2.0,0.0,1.0,3.0,75.0,2.0,2.0,11.0,0.21,1.0,29.0,3.0,0.0,28.0,1.0,3.75862068965517,1.0,6.72413793103448,1.0,0.0,1.0,0.0,3.0,2.0,0.52,0.48,1
364,0,2.0,1.0,2.0,6.0,0.0,3.0,77.0,16.0,14.0,4.0,0.09,1.0,57.0,1.0,2.0,7.0,3.0,4.03389830508475,0.0,6.74576271186441,0.0,0.0,0.407407407407407,1.0,4.0,6.0,0.52,0.48,2
397,0,6.0,0.0,4.0,0.0,0.0,4.0,27.0,1.0,7.0,10.0,0.11,0.0,16.0,4.0,0.0,4.0,1.0,3.6875,1.0,7.4375,1.0,0.0,0.571428571428571,0.0,1.0,2.0,0.51,0.49,1
450,0,0.0,0.0,1.0,1.0,0.0,2.0,29.0,4.0,0.0,2.0,0.38,0.0,8.0,5.0,2.0,8.0,1.0,5.44444444444444,4.0,4.33333333333333,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.3,1
451,0,0.0,0.0,1.0,0.0,0.0,2.0,22.0,1.0,0.0,0.0,1.69,0.0,2.0,3.0,0.0,3.0,1.0,3.5,3.0,3.0,2.0,0.0,0.8,0.0,1.0,0.0,0.59,0.41,1
456,0,1.0,0.0,3.0,0.0,0.0,3.0,32.0,6.0,6.0,1.0,0.13,0.0,20.0,6.0,3.0,11.0,1.0,6.08695652173913,2.0,3.78260869565217,2.0,0.0,0.0,0.0,1.0,0.0,0.63,0.37,1
458,0,0.0,0.0,2.0,0.0,0.0,2.0,34.0,6.0,7.0,2.0,0.16,0.0,20.0,3.0,22.0,13.0,1.0,11.4782608695652,3.0,4.39130434782609,2.0,0.0,1.0,0.0,1.0,0.0,0.54,0.46,1
460,0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,3.0,6.0,1.0,0.45,0.0,14.0,5.0,2.0,9.0,1.0,5.06666666666667,2.0,3.73333333333333,2.0,0.0,0.4,0.0,1.0,0.0,0.52,0.48,1
467,0,2.0,0.0,1.0,9.0,7.0,2.0,5431.0,18.0,12.0,17.0,1.18,0.0,39.0,2.0,0.0,76.0,2.0,2.50670640834575,0.0,3.36512667660209,0.0,0.0,0.0,6.0,5.0,22.0,0.53,0.47,2
476,0,0.0,0.0,1.0,3.0,0.0,2.0,15.0,2.0,0.0,0.0,0.23,0.0,7.0,3.0,0.0,6.0,1.0,3.28571428571429,1.0,3.42857142857143,1.0,0.0,1.0,0.0,1.0,0.0,0.75,0.25,1
478,0,0.0,0.0,1.0,3.0,0.0,2.0,15.0,2.0,0.0,0.0,0.23,0.0,7.0,3.0,0.0,6.0,1.0,3.28571428571429,1.0,3.42857142857143,1.0,0.0,1.0,0.0,1.0,0.0,0.75,0.25,1
479,0,0.0,0.0,1.0,3.0,0.0,2.0,15.0,2.0,0.0,0.0,0.23,0.0,7.0,3.0,0.0,6.0,1.0,3.28571428571429,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.74,0.26,1
522,0,1.0,0.0,1.0,4.0,0.0,2.0,124.0,1.0,0.0,0.0,0.27,0.0,0.0,1.0,0.0,7.0,1.0,3.57777777777778,1.0,2.94444444444444,1.0,0.0,0.444444444444444,0.0,4.0,6.0,0.68,0.32,1
845,0,40.0,0.0,1.0,16.0,0.0,2.0,38.0,1.0,0.0,0.0,0.09,0.0,39.0,1.0,0.0,7.0,3.0,4.59523809523809,2.0,6.80952380952381,1.0,0.0,1.0,0.0,1.0,0.0,0.54,0.46,1
