,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
136,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0,0,1,0,1,0,1,1,2,12,50,0.35,0,93,1,5,14,2,2.80769230769231,0,1.19230769230769,0,0,0.724852071005917,1.0,0
193,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0,2,1,1,2,0,1,13,29,12,14,0.04,0,75,3,6,22,2,3.73913043478261,0,3.41304347826087,0,0,0.472118959107807,0.333333333333333,2
204,0,0,1,1,0,0,2,1,8,8,20,0.12,0,82,2,2,9,2,3.53333333333333,0,3.96666666666667,0,0,0.636075949367089,1.0,2
205,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,0,0,1,2,0,1,5,1,2,8,6,0.1,4,71,2,0,26,2,9.75,1,14.25,2,0,0.55448717948718,0.0,1
303,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,,,,,,,,,,,,,,,,,,,,,,,,,,
901,0,0,1,0,0,0,1,1,0,1,34,0.13,0,0,1,4,8,2,3.23529411764706,1,1.38235294117647,1,0,0.280193236714976,0.05,3
312,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1,1,1,3,2,0,2,1,7,1,71,0.08,0,97,3,11,13,3,6.0875,0,2.95,0,0,0.536423841059603,0.666666666666667,3
816,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,,,,,
849,0,0,1,1,0,0,3,1,0,8,10,0.17,0,73,3,1,5,1,4.2,1,4.5,1,0,0.194690265486726,0.05,0
1066,0,0,1,4,4,4,2,1,0,7,8,0.56,0,89,1,0,1,1,8.125,1,3.5,1,0,0.440217391304348,0.05,3
835,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,0,1,1,1,0,4,1,1,2,8,34,0.99,0,89,1,2,6,3,4.43243243243243,0,2.43243243243243,0,0,0.617234468937876,0.4,6
1925,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,0,0,1,1,0,0,1,1,3,1,5,0.08,8,68,2,3,8,1,3.75,1,10.5,1,0,1.0,0.05,0
1137,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,0,0,1,1,1,3,4,1,1,1,10,0.17,7,86,5,0,9,1,2.72727272727273,0,12.2727272727273,1,0,0.563192904656319,0.05,3
1610,,,,,,,,,,,,,,,,,,,,,,,,,,
