,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
40,0,0,2,0,0,4,2,1,1,4,5,0.89,0,41,1,0,7,3,3.83333333333333,1,1,0,5.5,0.0,0,3,0
282,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1,2,1,6,0,0,2,1,4,8,24,0.22,0,91,2,0,23,2,2.45161290322581,0,0,0,8,1.0,0,2,0
1735,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,0,1,2,0,0,2,1,7,6,16,0.13,0,86,2,0,27,1,5.52173913043478,1,1,0,4,0.888888888888889,0,3,1
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2,0,1,2,1,1,3,10,28,12.0,39,0.14,0,93,1,2,40,2,4.15942028985507,0,0,0,6,1.0,0,3,0
154,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,0,0,1,2,0,0,2,3,25,15.0,14,0.1,0,85,4,6,13,2,6.82051282051282,0,1,0,1,1.0,0,2,1
427,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,0,0,1,6.5,0,0,2,1,5,3,1,0.41,0,62,2,1,8,1,4.16666666666667,1,1,0,0,0.0,0,3,2
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,0,1,20.0,1,0,1,1,1,7,21,0.11,0,85,1,2,13,2,2.95652173913043,0,0,0,3,0.8,0,3,1
1366,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,0,4,1,20.0,0,1,2,5,2,16,26,0.16,0,83,1,1,21,2,4.59375,0,0,0,8,0.875,0,2,0
1722,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1,0,1,13.0,0,0,3,1,4,13.0,17,0.1,0,77,2,0,18,2,4.54545454545455,0,0,0,9,1.0,0,2,0
46,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1,0,1,3,0,0,2,1,1,15,26,0.18,0,89,1,1,8,3,2.46428571428571,0,0,0,2,0.6,0,3,0
147,0,0,1,1,0,2,2,1,7,15.0,20,0.25,0,83,1,3,27,2,4.37037037037037,0,0,0,6,0.9,0,3,1
1762,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,,,,,,,,,,,,,,,,,,,,,,,,,,,
